"","year","site","phenotype","id","ps_flor","n_ovu","polen_type","max_polen2","min_polen2","max_polen","min_polen","mean_polen","ns"
"66","2019","Concordia","175","6",8.3,6,"grano de polen",18,15,27,22.5,24.75,1
"67","2019","Concordia","175","7",16.5,5,"grano de polen",19.5,15,29.25,22.5,25.875,NA
"68","2019","Concordia","175","8",11.7,5,"grano de polen",18,18,27,27,27,NA
"69","2019","Concordia","175","9",14.5,4,"grano de polen",18,18,27,27,27,NA
"70","2019","Concordia","175","10",14,5,"grano de polen",18,18,27,27,27,NA
"71","2019","Concordia","178","1",17.9,4,"grano de polen",19.5,16.5,29.25,24.75,27,1
"72","2019","Concordia","178","2",12.5,4,"grano de polen",19.5,18,29.25,27,28.125,1
"73","2019","Concordia","178","3",12.4,4,"grano de polen",19.5,16.5,29.25,24.75,27,1
"74","2019","Concordia","178","4",8.9,4,"grano de polen",28.5,25.5,42.75,38.25,40.5,1
"75","2019","Concordia","178","5",11.1,3,"grano de polen",15,13.5,22.5,20.25,21.375,1
"76","2019","Concordia","178","6",11,4,"grano de polen",18,16.5,27,24.75,25.875,1
"77","2019","Concordia","178","7",15.4,3,"grano de polen",18,16.5,27,24.75,25.875,1
"78","2019","Concordia","178","8",14.5,2,"grano de polen",18,16.5,27,24.75,25.875,1
"79","2019","Concordia","178","9",15.6,3,"grano de polen",18,16.5,27,24.75,25.875,1
"80","2019","Concordia","178","10",8.3,4,"grano de polen",18,13.5,27,20.25,23.625,1
"81","2019","Concordia","178","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"82","2019","Concordia","185","1",18.7,1,"grano de polen",18,18,27,27,27,1
"83","2019","Concordia","185","2",15.4,3,"grano de polen",21,16.5,31.5,24.75,28.125,1
"84","2019","Concordia","185","3",15.4,5,"grano de polen",19.5,18,29.25,27,28.125,1
"85","2019","Concordia","185","4",12.9,2,"grano de polen",18,18,27,27,27,1
"86","2019","Concordia","185","5",19.1,4,"grano de polen",22.5,16.5,33.75,24.75,29.25,1
"87","2019","Concordia","185","6",18.8,2,"grano de polen",19.5,18,29.25,27,28.125,1
"88","2019","Concordia","185","7",15.2,0,"grano de polen",21,19.5,31.5,29.25,30.375,1
"89","2019","Concordia","185","8",15.1,4,"grano de polen",19.5,13.5,29.25,20.25,24.75,1
"90","2019","Concordia","185","9",19,6,"grano de polen",19.5,16.5,29.25,24.75,27,1
"91","2019","Concordia","185","10",14.3,3,"grano de polen",21,15,31.5,22.5,27,1
"92","2019","Concordia","185","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"93","2019","Concordia","185","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"94","2019","Concordia","190","1",15.6,2,"grano de polen",18,18,27,27,27,1
"95","2019","Concordia","190","2",11.1,4,"grano de polen",18,16.5,27,24.75,25.875,1
"96","2019","Concordia","190","3",11,5,"grano de polen",22.5,21,33.75,31.5,32.625,1
"97","2019","Concordia","190","4",12.7,3,"grano de polen",16.5,15,24.75,22.5,23.625,1
"98","2019","Concordia","190","5",12.1,4,"grano de polen",19.5,12,29.25,18,23.625,1
"99","2019","Concordia","190","6",11.3,4,"grano de polen",19.5,19.5,29.25,29.25,29.25,2
"100","2019","Concordia","190","7",10,2,"grano de polen",19.5,15,29.25,22.5,25.875,1
"101","2019","Concordia","190","8",9.2,6,"grano de polen",19.5,19.5,29.25,29.25,29.25,1
"102","2019","Concordia","190","9",13.7,4,"grano de polen",21,18,31.5,27,29.25,1
"103","2019","Concordia","190","10",13,4,"grano de polen",21,15,31.5,22.5,27,1
"104","2019","Concordia","190","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"105","2019","Concordia","190","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"106","2019","Concordia","193","1",13.2,4,"grano de polen",18,16.5,27,24.75,25.875,1
"107","2019","Concordia","193","2",16.8,4,"grano de polen",15,15,22.5,22.5,22.5,1
"108","2019","Concordia","193","3",11.4,4,"grano de polen",15,13.5,22.5,20.25,21.375,1
"109","2019","Concordia","193","4",15,4,"grano de polen",16.5,15,24.75,22.5,23.625,1
"110","2019","Concordia","193","5",9.3,4,"grano de polen",15,15,22.5,22.5,22.5,1
"111","2019","Concordia","193","6",8.6,5,"grano de polen",13.5,12,20.25,18,19.125,1
"112","2019","Concordia","193","7",11,5,"grano de polen",16.5,15,24.75,22.5,23.625,1
"113","2019","Concordia","193","8",14.7,5,"grano de polen",18,16.5,27,24.75,25.875,1
"114","2019","Concordia","193","9",13,6,"grano de polen",16.5,15,24.75,22.5,23.625,1
"115","2019","Concordia","193","10",18,3,"grano de polen",16.5,12,24.75,18,21.375,1
"116","2019","Concordia","193","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"117","2019","Concordia","193","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"118","2019","Concordia","197","1",6.2,4,"grano de polen",15,13.5,22.5,20.25,21.375,1
"119","2019","Concordia","197","2",8.3,4,"grano de polen",18,15,27,22.5,24.75,1
"120","2019","Concordia","197","3",11.9,4,"grano de polen",15,13.5,22.5,20.25,21.375,1
"121","2019","Concordia","197","4",15.5,4,"grano de polen",16.5,15,24.75,22.5,23.625,1
"122","2019","Concordia","197","5",14.6,4,"grano de polen",22.5,19.5,33.75,29.25,31.5,1
"123","2019","Concordia","197","6",11.3,4,"grano de polen",12,10.5,18,15.75,16.875,1
"124","2019","Concordia","197","7",6.3,2,"grano de polen",16.5,15,24.75,22.5,23.625,1
"125","2019","Concordia","197","8",8.9,4,"grano de polen",13.5,12,20.25,18,19.125,1
"126","2019","Concordia","197","9",9.4,4,"grano de polen",18,18,27,27,27,1
"127","2019","Concordia","197","10",7.9,4,"grano de polen",18,16.5,27,24.75,25.875,1
"128","2019","Concordia","197","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"129","2019","Concordia","197","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"130","2019","Concordia","198","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"131","2019","Concordia","198","2",NA,NA,NA,NA,NA,NA,NA,NA,1
"132","2019","Concordia","198","3",NA,NA,NA,NA,NA,NA,NA,NA,1
"133","2019","Concordia","198","4",NA,NA,NA,NA,NA,NA,NA,NA,1
"134","2019","Concordia","198","5",NA,NA,NA,NA,NA,NA,NA,NA,1
"135","2019","Concordia","198","6",NA,NA,NA,NA,NA,NA,NA,NA,1
"136","2019","Concordia","198","7",NA,NA,NA,NA,NA,NA,NA,NA,1
"137","2019","Concordia","198","8",NA,NA,NA,NA,NA,NA,NA,NA,1
"138","2019","Concordia","198","9",NA,NA,NA,NA,NA,NA,NA,NA,1
"139","2019","Concordia","198","10",NA,NA,NA,NA,NA,NA,NA,NA,1
"140","2019","Concordia","198","11",NA,NA,NA,NA,NA,NA,NA,NA,3
"141","2019","Concordia","198","12",NA,NA,NA,NA,NA,NA,NA,NA,2
"142","2019","Concordia","199","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"143","2019","Concordia","199","2",NA,NA,NA,NA,NA,NA,NA,NA,1
"144","2019","Concordia","199","3",NA,NA,NA,NA,NA,NA,NA,NA,1
"145","2019","Concordia","199","4",NA,NA,NA,NA,NA,NA,NA,NA,1
"146","2019","Concordia","199","5",NA,NA,NA,NA,NA,NA,NA,NA,2
"147","2019","Concordia","199","6",NA,NA,NA,NA,NA,NA,NA,NA,1
"148","2019","Concordia","199","7",NA,NA,NA,NA,NA,NA,NA,NA,1
"149","2019","Concordia","199","8",NA,NA,NA,NA,NA,NA,NA,NA,1
"150","2019","Concordia","199","9",NA,NA,NA,NA,NA,NA,NA,NA,1
"151","2019","Concordia","199","10",NA,NA,NA,NA,NA,NA,NA,NA,1
"152","2019","Concordia","199","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"153","2019","Concordia","199","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"154","2019","Concordia","208","1",6.6,6,"grano de polen",13.5,9,20.25,13.5,16.875,2
"155","2019","Concordia","208","2",13,6,"grano de polen",16.5,16.5,24.75,24.75,24.75,2
"156","2019","Concordia","208","3",6,5,"grano de polen",15,13.5,22.5,20.25,21.375,2
"157","2019","Concordia","208","4",15,5,"grano de polen",15,15,22.5,22.5,22.5,1
"158","2019","Concordia","208","5",7.5,5,"grano de polen",15,13.5,22.5,20.25,21.375,1
"159","2019","Concordia","208","6",11.6,5,"grano de polen",15,15,22.5,22.5,22.5,1
"160","2019","Concordia","208","7",13.7,5,"grano de polen",18,15,27,22.5,24.75,1
"161","2019","Concordia","208","8",7,4,"grano de polen",15,13.5,22.5,20.25,21.375,1
"162","2019","Concordia","208","9",9.7,4,"grano de polen",16.5,13.5,24.75,20.25,22.5,1
"163","2019","Concordia","208","10",11.6,4,"grano de polen",12,10.5,18,15.75,16.875,1
"164","2019","Concordia","208","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"165","2019","Concordia","208","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"166","2019","PN El Palmar","260","1",14.4,6,"grano de polen",19.5,16.5,29.25,24.75,27,1
"167","2019","PN El Palmar","260","2",14.2,5,"grano de polen",21,19.5,31.5,29.25,30.375,1
"168","2019","PN El Palmar","260","3",13.8,4,"grano de polen",22.5,21,33.75,31.5,32.625,1
"169","2019","PN El Palmar","260","4",11.4,5,"grano de polen",22.5,21,33.75,31.5,32.625,1
"170","2019","PN El Palmar","260","5",13.3,6,"grano de polen",24,24,36,36,36,2
"171","2019","PN El Palmar","260","6",15.6,6,"grano de polen",21,21,31.5,31.5,31.5,2
"172","2019","PN El Palmar","260","7",16.5,4,"grano de polen",24,24,36,36,36,1
"173","2019","PN El Palmar","260","8",13.3,4,"grano de polen",24,21,36,31.5,33.75,1
"174","2019","PN El Palmar","260","9",13.2,5,"grano de polen",27,21,40.5,31.5,36,1
"175","2019","PN El Palmar","260","10",17,6,"grano de polen",28.5,22.5,42.75,33.75,38.25,1
"176","2019","PN El Palmar","260","11",NA,NA,NA,NA,NA,NA,NA,NA,1
"177","2019","PN El Palmar","260","12",NA,NA,NA,NA,NA,NA,NA,NA,1
"178","2019","PN El Palmar","261","1",12.1,5,"grano de polen",21,15,31.5,22.5,27,1
"179","2019","PN El Palmar","261","2",17,3,"grano de polen",21,18,31.5,27,29.25,1
"180","2019","PN El Palmar","261","3",10.9,6,"grano de polen",21,16.5,31.5,24.75,28.125,1
"181","2019","PN El Palmar","261","4",14.8,5,"grano de polen",19.5,18,29.25,27,28.125,1
"182","2019","PN El Palmar","261","5",12.6,5,"grano de polen",19.5,18,29.25,27,28.125,1
"183","2019","PN El Palmar","261","6",12,5,"grano de polen",19.5,16.5,29.25,24.75,27,1
"184","2019","PN El Palmar","261","7",13.7,5,"grano de polen",16.5,15,24.75,22.5,23.625,2
"185","2019","PN El Palmar","261","8",12.9,5,"grano de polen",19.5,18,29.25,27,28.125,2
"186","2019","PN El Palmar","261","9",11.1,7,"grano de polen",21,12,31.5,18,24.75,2
"187","2019","PN El Palmar","261","10",13.5,5,"grano de polen",22.5,13.5,33.75,20.25,27,NA
"188","2019","PN El Palmar","262","1",15.2,6,"grano de polen",25.5,24,38.25,36,37.125,1
"189","2019","PN El Palmar","262","2",12.9,4,"grano de polen",24,24,36,36,36,1
"190","2019","PN El Palmar","262","3",14.7,4,"grano de polen",30,28.5,45,42.75,43.875,3
"191","2019","PN El Palmar","262","4",16.5,6,"grano de polen",22.5,18,33.75,27,30.375,5
"192","2019","PN El Palmar","262","5",13.8,4,"grano de polen",27,25.5,40.5,38.25,39.375,1
"193","2019","PN El Palmar","262","6",13,6,"grano de polen",25.5,25.5,38.25,38.25,38.25,1
"194","2019","PN El Palmar","262","7",12.1,3,"grano de polen",30,27,45,40.5,42.75,NA
"195","2019","PN El Palmar","262","8",13.5,6,"grano de polen",4.5,19.5,6.75,29.25,18,NA
"196","2019","PN El Palmar","262","9",11.4,6,"grano de polen",30,28.5,45,42.75,43.875,NA
"197","2019","PN El Palmar","262","10",12.5,6,"grano de polen",19.5,18,29.25,27,28.125,NA
