DIA	FECHA	TEMP	ID	PESO	L	a	b	C	T	DE	DP	E
14	23/11/2021	5	3	11.121	64.51	-2.89	60.48	60.55	92.73			1
14	23/11/2021	5	4	11.027	68.22	2.06	66.01	66.05	88.21			1
14	23/11/2021	5	5	16.22	57.64	-2.39	50.35	50.40	92.72			1
14	23/11/2021	5	6									0
14	23/11/2021	5	7	10.7	73.70	3.83	72.17	72.27	86.96			1
14	23/11/2021	5	8	12.118	67.07	-13.31	53.98	55.60	103.85			1
14	23/11/2021	5	9									0
14	23/11/2021	5	10	10.494	58.72	0.54	52.59	52.59	89.41			1
14	23/11/2021	5	11	9.465	68.09	1.25	60.17	60.18	88.81			1
14	23/11/2021	5	12	16.636	58.07	-5.14	49.10	49.36	95.98			1
14	23/11/2021	5	13									0
14	23/11/2021	5	14	11.355	58.01	-2.18	51.00	51.05	92.45			1
14	23/11/2021	5	15									0
14	23/11/2021	5	16									0
14	23/11/2021	5	17	8.715	63.17	-1.42	52.86	52.88	91.54			1
14	23/11/2021	5	18	11.796	67.48	-0.33	57.30	57.30	90.33			1
14	23/11/2021	5	19	11.959	67.68	0.51	61.11	61.11	89.52			1
14	23/11/2021	5	20	8.689	66.35	-2.16	62.33	62.37	91.99			1
14	23/11/2021	5	21	14.267	62.76	0.22	58.19	58.19	89.78			1
14	23/11/2021	5	22	13.367	58.18	-0.16	49.28	49.28	90.19			1
14	23/11/2021	5	23	15.239	67.69	2.88	63.86	63.93	87.41			1
14	23/11/2021	5	24	11.714	57.48	-8.77	49.62	50.39	100.02			1
14	23/11/2021	5	25	13.219	74.28	-1.10	66.71	66.72	90.95			1
14	23/11/2021	5	26									0
14	23/11/2021	5	27	16.192	67.80	4.29	60.05	60.21	85.92			1
14	23/11/2021	5	28	14.241	68.99	0.27	65.55	65.55	89.76			1
14	23/11/2021	5	29	12.507	68.58	5.78	64.28	64.54	84.86			1
14	23/11/2021	5	30	14.05	65.71	-0.26	55.90	55.90	90.26			1
14	23/11/2021	5	31	16.636	69.31	2.29	62.06	62.10	87.89			1
14	23/11/2021	5	32	18.374	67.20	5.56	61.95	62.20	84.87			1
14	23/11/2021	5	33	10.161	65.65	-10.47	59.59	60.50	99.97			1
14	23/11/2021	5	34	14.449	74.89	1.69	66.26	66.28	88.54			1
14	23/11/2021	5	35	15.553	71.95	-0.98	69.60	69.61	90.80			1
14	23/11/2021	5	36	13.525	74.44	5.66	67.06	67.30	85.17			1
14	23/11/2021	5	37	15.614	61.77	3.71	53.78	53.91	86.05			1
14	23/11/2021	5	38	15.45	70.76	4.75	64.89	65.07	85.82			1
14	23/11/2021	5	39	9.346	65.75	0.16	60.46	60.46	89.85			1
14	23/11/2021	5	40	13.971	71.13	1.34	64.32	64.33	88.81			1
14	23/11/2021	5	41	12.911	70.10	3.29	67.38	67.46	87.20			1
14	23/11/2021	5	42	13.158	62.48	0.78	56.08	56.08	89.20			1
14	23/11/2021	5	43	14.828	74.05	-1.78	64.62	64.65	91.58			1
14	23/11/2021	5	44	13.239	66.36	2.71	57.71	57.77	87.31			1
14	23/11/2021	5	45	13.572	57.99	1.20	51.11	51.12	88.65			1
14	23/11/2021	5	46	16.128	71.65	-1.24	65.46	65.47	91.08			1
14	23/11/2021	5	47	12.938	68.16	6.71	58.78	59.16	83.49			1
14	23/11/2021	5	48	9.225	68.31	-2.63	61.51	61.57	92.45			1
14	23/11/2021	5	49	15.194	71.41	3.43	69.99	70.07	87.20			1
14	23/11/2021	5	50									0
14	23/11/2021	9	51	12.609	57.96	6.18	46.42	46.83	82.42			1
14	23/11/2021	9	52	6.115	70.27	11.99	72.66	73.64	80.63			1
14	23/11/2021	9	53									0
14	23/11/2021	9	54	12.763	71.49	8.31	68.56	69.06	83.09			1
14	23/11/2021	9	55									0
14	23/11/2021	9	56									0
14	23/11/2021	9	57	9.993	67.46	11.95	59.68	60.87	78.68			1
14	23/11/2021	9	58	11.247	68.41	8.43	62.19	62.76	82.28			1
14	23/11/2021	9	59									0
14	23/11/2021	9	60									0
14	23/11/2021	9	61									0
14	23/11/2021	9	62	12.964	67.80	8.27	68.32	68.81	83.10			1
14	23/11/2021	9	63	10.3	69.73	11.61	62.40	63.47	79.46			1
14	23/11/2021	9	64									0
14	23/11/2021	9	65									0
14	23/11/2021	9	66									0
14	23/11/2021	9	67	11.394	72.75	10.17	73.17	73.87	82.08			1
14	23/11/2021	9	68									0
14	23/11/2021	9	69									0
14	23/11/2021	9	70									0
14	23/11/2021	9	71	12.759	64.96	3.41	60.56	60.66	86.78			1
14	23/11/2021	9	72	8.967	61.66	14.36	56.64	58.44	75.78			1
14	23/11/2021	9	73	12.665	65.59	4.91	62.49	62.69	85.51			1
14	23/11/2021	9	74									0
14	23/11/2021	9	75	13.938	65.25	13.18	57.82	59.31	77.16			1
14	23/11/2021	9	76	17.035	70.52	10.23	69.83	70.58	81.67			1
14	23/11/2021	9	77	13.341	66.74	10.74	62.10	63.02	80.19			1
14	23/11/2021	9	78									0
14	23/11/2021	9	79									0
14	23/11/2021	9	80	13.921	65.08	10.73	61.26	62.19	80.07			1
14	23/11/2021	9	81									0
14	23/11/2021	9	82	20.891	74.21	2.05	69.24	69.27	88.30			1
14	23/11/2021	9	83	13.067	70.52	7.25	66.79	67.18	83.81			1
14	23/11/2021	9	84	8.259	61.29	4.90	53.47	53.69	84.76			1
14	23/11/2021	9	85									0
14	23/11/2021	9	86									0
14	23/11/2021	9	87	9.852	65.23	12.44	56.26	57.62	77.54			1
14	23/11/2021	9	88									0
14	23/11/2021	9	89	14.932	68.96	7.23	65.83	66.22	83.73			1
14	23/11/2021	9	90									0
14	23/11/2021	9	91									0
14	23/11/2021	9	92									0
14	23/11/2021	9	93									0
14	23/11/2021	9	94	13.429	60.45	-0.95	54.66	54.67	91.00			1
14	23/11/2021	9	95									0
14	23/11/2021	9	96									0
14	23/11/2021	9	97									0
14	23/11/2021	9	98	8.318	63.99	9.30	53.72	54.52	80.18			1
14	23/11/2021	9	99	11.523	67.92	8.79	59.44	60.09	81.59			1
14	23/11/2021	9	100									0
